age,gross_income,num_credit_cards,ind_actividad_cliente,num_Products,num_loans,duration,gender_M,segment_Individuals,segment_VIP,tiprel_1mes_I
40,86375.07,0,0,0,0,5781,1,1,0,1
59,80621.28,0,1,2,0,2865,0,1,0,0
22,101534.49,0,1,1,0,1145,0,0,0,0
60,77979.96,0,0,1,0,6794,1,1,0,1
60,117913.17,0,0,1,0,3163,1,1,0,1
23,58484.76,0,0,1,0,1433,1,0,0,1
25,233850.6,0,0,1,0,1772,0,0,0,1
24,190383.45,0,0,1,0,1063,0,0,0,1
39,118583.1,0,0,0,0,1362,0,1,0,1
35,55871.22,1,1,5,0,4007,1,1,0,0
26,53989.26,0,0,1,0,1774,1,0,0,1
23,42037.65,0,0,0,0,1515,1,0,0,1
25,69687.48,0,0,1,0,1440,0,0,0,1
42,26091.9,0,1,3,0,1084,1,1,0,0
39,130103.49,0,0,1,0,844,0,1,0,0
59,201530.4,0,0,0,0,6803,0,1,0,1
62,115074.54,0,0,0,0,1011,1,1,0,1
61,191740.17,0,0,1,0,7572,1,1,0,1
37,317083.62,0,1,1,0,1560,1,1,0,1
50,88596.36,0,0,0,0,3899,0,1,0,1
26,186883.38,0,0,1,0,804,0,0,0,1
52,51699.93,0,1,2,0,2221,0,1,0,0
55,77063.91,0,1,3,0,4365,1,1,0,0
61,130841.94,0,0,1,0,2103,0,1,0,1
32,71847.03,0,1,3,0,1431,1,0,0,0
35,85660.44,0,0,0,0,1693,0,1,0,1
46,362419.98,0,1,4,0,6061,1,1,0,0
24,110428.11,0,0,1,0,1438,0,0,0,1
26,174335.43,0,1,2,0,859,0,0,0,0
72,262387.44,0,1,2,0,5249,0,1,0,0
46,67480.53,0,0,0,0,1929,0,1,0,1
25,134312.91,0,0,1,0,1411,1,0,0,1
50,69552.9,0,0,0,0,3941,0,1,0,1
22,288997.44,0,1,1,0,1024,1,0,0,0
44,76869.9,1,1,4,0,5231,1,1,0,0
25,40680.99,0,1,1,0,695,0,0,0,0
82,38124.21,0,0,1,0,3799,1,1,0,1
47,163209.78,0,1,3,0,6991,1,1,0,0
44,84270.0,1,1,4,0,1579,0,1,0,0
37,37110.9,0,1,5,0,2764,1,1,0,0
46,99837.24,0,0,1,0,6948,0,1,0,1
32,51849.9,0,0,1,0,3649,1,1,0,1
21,201611.64,0,0,0,0,683,0,0,0,1
61,326745.48,0,0,0,0,4972,0,1,0,0
82,317875.92,0,0,1,0,2482,1,1,0,1
48,96510.18,0,0,2,0,4741,0,1,0,1
21,67216.08,0,0,1,0,713,0,0,0,1
64,34789.5,0,0,0,0,1732,0,1,0,1
39,113942.91,0,0,1,0,1741,0,1,0,1
57,140649.27,0,1,2,0,5214,1,1,0,0
21,162460.77,0,0,0,0,655,1,0,0,1
25,136391.28,0,0,1,0,415,0,0,0,1
53,149165.73,0,0,0,0,6001,0,1,0,1
27,74549.64,0,0,1,0,1007,0,0,0,1
41,117615.87,0,0,0,0,674,0,1,0,1
27,21307.29,0,0,1,0,1082,1,0,0,1
20,133389.33,0,1,1,0,366,1,0,0,0
46,163109.31,0,0,1,0,6364,1,1,0,1
38,165361.68,0,1,2,0,2357,1,1,0,0
41,173863.5,0,0,0,0,6771,0,1,0,1
51,111389.76,0,1,1,0,6228,0,1,0,1
23,47797.62,0,0,1,0,1444,0,0,0,1
25,63672.36,0,0,1,0,1445,1,0,0,1
40,45759.54,0,1,4,0,4353,1,1,0,0
33,159925.71,0,0,1,0,1375,0,0,0,1
48,77524.47,1,1,3,0,3135,1,1,0,0
32,106749.51,0,1,2,0,943,0,1,0,0
46,206835.03,0,1,2,0,5606,1,1,0,0
22,88514.34,0,1,1,0,797,0,0,0,0
36,181089.45,0,1,2,0,919,1,1,0,0
33,67217.43,1,1,5,0,1720,0,0,1,0
23,65122.5,0,0,1,0,1039,1,0,0,1
48,75004.53,0,1,2,0,5165,0,1,0,0
23,124668.69,0,0,1,0,1745,1,0,0,1
36,63810.3,0,0,0,0,828,0,1,0,1
64,72985.86,0,1,2,0,3405,1,1,0,0
35,73977.39,0,1,5,0,1217,0,1,0,0
52,119190.69,0,1,5,0,2102,0,1,0,0
24,154186.14,0,1,1,0,1510,1,0,0,0
50,84086.04,0,0,0,0,5027,1,1,0,1
26,64657.71,0,1,5,0,1894,1,0,0,0
62,124838.01,0,0,1,0,5492,1,1,0,0
37,168649.5,0,0,0,0,3615,0,1,0,1
23,33961.44,0,1,2,0,1770,0,0,0,0
35,80463.36,0,0,1,0,797,0,1,0,1
58,53080.65,0,0,0,0,5405,1,1,0,1
49,73992.33,0,1,2,0,4310,1,1,0,0
69,85424.4,0,1,1,0,4066,1,1,0,0
21,46139.31,0,0,1,0,677,1,0,0,1
40,144962.46,0,0,0,0,4869,1,1,0,1
30,114346.56,0,1,1,0,1767,1,0,0,0
43,302973.48,0,1,4,0,2274,0,1,0,0
23,144109.5,0,1,1,0,1425,1,0,0,0
45,132417.27,0,1,1,0,1867,1,1,0,0
44,138802.92,0,0,0,0,863,0,1,0,1
40,322255.77,0,0,0,0,3518,1,1,0,1
38,52153.44,0,1,1,0,598,0,1,0,0
50,45304.26,0,0,1,0,4384,1,1,0,1
31,122261.79,0,0,0,0,2887,1,1,0,1
43,186247.83,0,1,2,1,4519,1,1,0,0
38,83726.43,0,0,0,0,5353,0,1,0,1
49,59503.05,0,1,2,0,4288,0,1,0,0
43,116959.5,0,1,2,0,1462,0,1,0,0
43,115517.04,0,0,0,0,5466,0,1,0,1
73,146898.99,0,0,0,0,5326,1,1,0,1
37,155303.49,0,0,1,0,3118,0,1,0,1
22,124635.18,0,0,1,0,1151,1,0,0,1
87,47109.3,0,1,2,0,1930,1,1,0,0
48,53264.13,0,0,0,0,6747,1,1,0,1
22,162625.59,0,1,3,0,4114,0,1,0,0
23,98790.48,0,0,1,0,1768,0,0,0,1
55,147860.97,0,1,1,0,752,1,1,0,0
81,263098.41,0,1,1,0,5599,0,1,0,1
51,128397.45,0,1,1,0,971,1,1,0,0
24,121698.18,0,0,1,0,1048,0,0,0,1
60,59157.18,0,1,3,0,5790,0,1,0,0
35,168012.42,0,0,0,0,5982,1,1,0,1
52,146066.85,0,1,2,0,5814,0,1,0,0
22,94797.93,0,0,1,0,1060,1,0,0,1
65,185459.49,0,1,1,0,772,0,0,1,0
23,75962.28,0,1,1,0,1755,1,0,0,0
23,202133.97,0,1,1,0,719,1,0,0,1
40,38836.38,0,0,0,0,5680,0,1,0,1
41,27719.55,0,1,4,0,3516,0,1,0,1
36,139850.64,0,0,0,0,669,0,1,0,1
23,149026.77,0,0,1,0,5133,0,1,0,1
24,73882.92,0,0,1,0,1504,1,0,0,1
51,120564.42,0,1,1,0,4637,0,1,0,0
24,97450.65,0,1,1,0,1752,1,0,0,0
21,219525.63,0,0,1,0,696,1,0,0,1
34,156278.19,1,1,4,0,2323,0,0,1,0
44,53107.86,0,1,1,0,2035,1,1,0,0
50,50848.8,0,1,1,0,4603,0,1,0,0
64,228581.4,0,1,2,0,3734,1,0,1,0
42,38005.47,0,0,1,0,5473,0,1,0,1
24,125517.12,0,0,1,0,1801,0,0,0,1
25,110855.31,1,1,4,0,1831,0,0,0,0
44,77422.02,0,1,3,0,892,1,1,0,0
36,78622.5,0,0,0,0,2727,1,1,0,0
35,94294.2,0,0,0,0,4080,0,1,0,1
24,94637.64,0,0,1,0,1075,0,0,0,1
51,60881.52,0,1,1,0,898,1,1,0,0
51,92817.51,0,0,0,0,5462,1,1,0,1
63,180458.79,1,1,3,0,6359,1,1,0,0
58,119454.39,0,1,2,0,2327,1,1,0,0
37,97621.86,0,1,2,0,2426,0,1,0,0
81,124865.85,0,1,3,0,5711,0,1,0,0
24,451404.09,0,0,0,0,1773,1,0,0,1
22,41175.87,0,0,1,0,769,0,0,0,1
32,40809.81,0,0,1,0,690,0,0,0,1
71,216879.03,0,0,0,0,1046,1,1,0,1
36,327066.75,0,1,3,0,6256,1,1,0,0
44,137400.18,0,1,1,0,4988,0,1,0,0
49,338898.75,0,0,0,0,4773,1,1,0,1
29,54000.78,0,0,1,0,1741,1,0,0,1
40,48059.31,0,1,2,0,1952,0,1,0,0
22,115502.94,0,0,1,0,1149,1,0,0,1
26,40987.05,0,0,1,0,1837,0,0,0,1
44,223607.88,1,1,5,0,3756,1,0,1,0
48,157716.48,1,1,1,0,5699,0,1,0,0
23,119596.77,0,1,1,0,1101,1,0,0,1
22,65164.95,0,0,1,0,1069,0,0,0,1
36,60321.93,0,1,2,0,724,0,1,0,0
24,34307.28,0,1,1,0,1509,1,0,0,1
24,144124.11,0,0,1,0,1082,1,0,0,1
71,132502.05,0,0,1,0,3653,0,1,0,1
24,124731.45,0,0,1,0,1038,1,0,0,1
25,133679.76,0,0,1,0,1018,0,0,0,1
41,87978.0,0,1,1,0,2389,0,1,0,0
63,68578.86,0,0,1,0,4976,0,1,0,1
26,67013.13,0,0,1,0,1405,1,0,0,1
31,265094.88,0,1,3,0,1097,1,0,0,0
30,63815.46,0,0,1,0,1423,1,0,0,1
56,62035.74,0,0,0,0,7404,0,1,0,1
27,184050.54,0,0,1,0,1500,1,0,0,1
27,256603.59,0,1,4,0,929,0,0,0,0
32,83264.4,0,0,0,0,1768,1,0,0,1
22,49977.72,0,0,1,0,1088,0,0,0,1
44,66017.61,0,0,0,0,2931,0,1,0,1
25,89715.96,0,0,0,0,1325,0,0,0,1
40,89956.38,0,1,2,0,2211,0,1,0,0
36,60023.58,0,0,0,0,5990,0,1,0,1
70,272146.32,0,0,1,0,5941,1,1,0,1
21,78009.21,0,0,1,0,783,0,0,0,1
56,56333.97,0,1,3,0,1377,1,1,0,0
29,69834.03,0,1,2,0,964,0,1,0,0
39,90318.12,0,1,1,0,1406,1,1,0,0
20,51638.01,0,0,1,0,415,0,0,0,1
25,64662.6,0,1,1,0,1133,1,0,0,0
23,106452.3,0,1,1,0,1418,0,0,0,0
20,143384.1,0,1,1,0,774,1,0,0,0
35,130678.29,0,1,2,0,1192,1,1,0,0
21,79724.31,0,0,1,0,688,1,0,0,1
23,50365.62,0,0,1,0,1073,1,0,0,1
25,105903.87,0,0,0,0,1432,0,0,0,1
31,320130.12,0,0,1,0,1782,0,0,0,1
20,154245.72,0,1,1,0,408,1,0,0,0
22,427676.1,0,1,1,0,783,0,0,0,0
47,148592.7,0,1,3,0,4671,1,0,1,0
21,107595.03,0,0,1,0,720,0,0,0,1
24,71610.96,0,0,1,0,1769,1,0,0,1
42,174092.13,0,1,4,0,6015,1,1,0,0
66,128705.31,0,1,1,0,1462,0,1,0,1
45,74575.41,0,0,1,0,3168,1,1,0,1
42,95429.94,0,1,2,0,5196,1,1,0,0
44,82264.74,0,0,0,0,3976,0,1,0,1
51,60296.16,0,1,2,0,5561,0,1,0,0
43,40775.07,0,0,0,0,5429,0,1,0,1
30,123103.32,0,0,1,0,1404,1,0,0,1
55,144616.8,0,0,1,0,4734,1,1,0,1
49,69692.4,0,1,1,0,2787,0,1,0,0
41,229874.07,0,0,1,0,5144,1,1,0,0
45,343213.68,0,0,1,0,4757,0,1,0,1
48,103961.1,0,0,1,0,4548,0,1,0,1
71,125298.18,0,1,1,0,4022,1,1,0,0
24,70740.39,0,0,1,0,1887,1,0,0,1
53,209219.79,0,0,2,0,4946,0,1,0,1
39,113993.01,0,1,1,0,789,0,1,0,1
46,29082.96,0,0,1,0,3036,1,1,0,1
24,65017.92,0,0,1,0,1809,1,0,0,1
48,66658.77,0,1,2,0,3485,0,1,0,0
49,68981.88,0,0,2,0,4612,1,1,0,1
49,48233.94,0,1,1,0,1068,1,1,0,0
39,187781.46,0,0,1,0,5618,0,1,0,1
44,64820.37,0,1,1,0,1418,1,1,0,0
36,87398.97,0,1,2,0,776,0,1,0,0
43,91439.91,1,1,4,0,5655,0,1,0,0
24,44235.27,0,0,1,0,1447,1,0,0,1
30,66364.89,0,0,1,0,704,1,0,0,1
62,150818.07,0,0,0,0,706,0,1,0,1
54,61032.78,0,1,2,0,942,0,1,0,0
54,82844.01,0,1,1,0,1066,1,1,0,1
45,102128.52,0,1,2,0,6253,0,1,0,0
39,144006.87,0,1,1,0,4514,0,1,0,0
26,70997.73,0,0,1,0,1850,0,0,0,1
64,150115.2,0,0,0,0,4216,1,1,0,1
33,154085.19,0,1,2,0,646,1,0,0,0
48,221676.0,0,0,1,0,5541,0,1,0,1
64,90587.82,0,0,2,0,5169,0,1,0,1
41,155345.85,0,1,1,0,1297,0,1,0,0
73,93768.45,0,1,2,0,795,1,1,0,1
46,92992.5,0,1,2,0,2250,0,1,0,0
26,75904.98,0,0,1,0,1517,1,0,0,1
45,88113.69,0,1,2,0,5633,0,1,0,0
24,51851.94,0,0,1,0,1791,0,0,0,0
22,144182.49,0,0,0,0,1384,0,0,0,1
78,56121.96,0,1,1,0,2022,1,1,0,0
39,96917.82,0,1,5,0,2216,0,1,0,0
24,59728.56,0,0,1,0,1131,0,0,0,1
36,80646.03,0,0,0,0,3203,0,1,0,1
37,130837.62,0,0,0,0,1906,0,1,0,1
66,103593.72,0,1,3,0,5184,1,0,1,0
25,75277.65,0,0,1,0,1801,0,0,0,1
21,87036.78,1,1,4,0,1038,0,0,0,0
43,60097.74,0,1,2,0,5442,1,1,0,0
51,83794.08,0,1,2,0,2183,0,1,0,0
31,76049.19,0,0,1,0,1518,1,0,0,1
20,48611.58,0,1,1,0,418,1,0,0,0
43,46583.58,0,1,1,0,1147,0,1,0,0
21,48049.47,0,0,1,0,405,0,0,0,1
79,93280.98,0,0,2,0,5912,1,1,0,1
70,297711.36,0,0,1,0,5787,0,1,0,1
66,27578.73,0,1,1,0,681,0,1,0,0
33,88524.69,0,1,2,0,1833,1,0,0,0
30,77739.78,0,0,0,0,877,1,1,0,1
23,118457.88,0,0,1,0,697,0,0,0,1
51,178832.46,0,1,1,0,2890,1,1,0,0
22,84282.09,0,0,1,0,748,0,0,0,1
23,91891.74,0,0,0,0,1423,1,0,0,1
54,183300.24,0,0,1,0,7662,1,1,0,1
80,103723.11,0,1,4,0,5384,0,1,0,0
38,30254.34,0,1,1,0,888,1,1,0,1
45,54484.98,0,0,0,0,5673,1,1,0,1
42,84658.23,0,0,1,0,5295,1,1,0,1
27,35421.39,0,0,1,0,725,0,0,0,0
23,59982.12,0,1,5,0,1521,0,0,0,0
71,162274.44,0,0,1,0,5848,0,1,0,1
23,92821.89,0,0,1,0,1425,0,0,0,1
64,93485.97,0,1,3,0,5017,1,1,0,0
21,55949.13,0,0,0,0,1019,1,0,0,1
21,134117.37,0,0,1,0,440,0,0,0,1
23,329128.02,0,1,2,0,1578,1,0,0,0
46,197645.07,0,0,1,0,3143,1,1,0,1
79,34121.94,0,0,0,0,5339,0,1,0,1
20,57449.82,0,0,1,0,677,0,0,0,1
23,117195.21,0,1,1,0,726,0,0,0,0
24,146307.99,0,0,1,0,1452,0,0,0,1
32,97809.69,0,1,1,0,928,0,0,0,0
54,128087.76,0,0,1,0,2893,0,1,0,1
66,166925.04,0,1,2,0,1817,0,0,1,0
50,140088.54,0,0,0,0,5269,1,1,0,1
42,237511.8,0,1,5,0,4650,0,1,0,0
48,189581.22,0,1,2,0,6421,1,1,0,0
21,16819.08,0,1,2,0,781,1,0,0,0
22,75881.1,0,0,1,0,1096,0,0,0,1
54,146800.5,0,0,0,0,5073,0,1,0,1
55,88508.49,0,1,3,0,1364,0,1,0,0
24,140661.45,0,0,1,0,1095,1,0,0,1
26,34257.33,0,0,1,0,1777,0,0,0,1
24,188868.78,0,0,1,0,1158,0,0,0,1
45,150149.31,0,1,1,0,632,0,1,0,0
53,67649.31,0,1,2,0,1776,0,1,0,0
44,101976.96,0,1,2,0,5428,0,1,0,0
21,162345.06,0,0,0,0,699,1,0,0,1
47,83555.25,0,1,4,0,5850,1,1,0,0
23,52650.9,0,0,1,0,1135,0,0,0,1
52,293974.14,0,0,0,0,3341,1,1,0,1
40,134707.41,0,0,0,0,1945,0,1,0,1
21,133742.7,0,0,1,0,719,1,0,0,1
35,102948.36,0,0,3,0,4388,0,1,0,1
20,71600.61,0,1,1,0,725,1,0,0,0
48,63790.74,0,0,0,0,6228,0,1,0,1
56,137883.87,0,1,3,0,6765,0,1,0,0
22,54872.85,0,0,0,0,1024,1,0,0,1
75,375026.61,0,1,1,0,3510,1,1,0,0
47,88111.02,0,0,1,0,4745,0,1,0,1
32,52779.09,0,1,1,0,1175,0,1,0,0
24,79286.43,0,0,1,0,1791,1,0,0,1
26,42329.61,0,0,1,0,1522,1,0,0,1
24,61008.0,0,0,1,0,1896,0,0,0,1
52,146144.52,0,1,1,0,3434,0,1,0,0
54,112200.15,0,0,0,0,5851,0,1,0,1
26,30553.11,0,0,1,0,1860,1,0,0,1
64,106787.43,0,1,2,0,4028,1,1,0,0
21,181695.21,0,0,1,0,726,0,0,0,0
28,111613.38,0,0,0,0,1047,0,0,0,1
25,84514.47,0,0,0,0,1039,0,0,0,1
48,48263.22,0,0,0,0,5158,0,1,0,1
44,115509.18,0,1,1,0,4025,0,1,0,0
48,37820.22,0,1,3,0,753,0,1,0,0
24,124020.75,0,0,0,0,1406,1,0,0,1
44,118968.3,0,0,1,0,3331,0,1,0,1
26,210681.45,0,0,1,0,1455,1,0,0,1
27,56508.09,0,0,1,0,1410,1,0,0,1
33,218627.01,0,0,1,0,2063,0,1,0,1
22,123049.26,0,0,1,0,1503,1,0,0,1
58,70833.03,0,0,0,0,1164,0,1,0,1
23,201535.29,0,0,1,0,1081,0,0,0,1
28,291180.42,0,0,0,0,580,0,1,0,1
56,55318.89,0,1,4,0,4797,0,0,1,0
40,263221.86,0,1,3,0,5088,1,1,0,0
33,85338.48,0,0,1,0,1952,0,1,0,1
28,115079.37,0,0,1,0,1749,0,0,0,1
21,96639.45,0,0,1,0,726,0,0,0,1
66,160158.96,0,1,2,0,3533,1,1,0,0
22,78249.66,0,0,1,0,1157,1,0,0,1
23,92959.44,0,0,1,0,1447,0,0,0,1
22,26865.18,0,0,1,0,1353,0,0,0,1
60,52031.16,0,1,1,0,4019,0,1,0,1
40,161555.88,0,0,1,0,5508,0,1,0,1
72,173519.25,0,1,5,0,6806,1,1,0,0
21,131008.11,0,1,1,0,725,1,0,0,0
22,45234.6,0,1,1,0,1075,0,0,0,0
61,195058.98,0,0,0,0,5722,0,1,0,1
53,207622.35,0,0,1,0,7663,1,1,0,1
87,183772.98,0,0,1,0,5641,0,1,0,1
58,94072.86,0,0,0,0,3409,1,1,0,1
22,68142.39,0,1,1,0,704,0,1,0,0
40,80761.74,0,1,2,0,5589,0,1,0,0
39,31628.82,0,1,3,0,1368,1,1,0,0
84,128524.11,0,0,1,0,5526,0,1,0,1
23,93551.67,0,0,1,0,1446,1,0,0,1
33,93395.76,0,0,1,0,951,0,0,0,1
43,93534.72,0,1,1,0,753,1,1,0,1
45,409150.83,0,0,0,0,1811,0,1,0,1
28,117224.22,0,0,1,0,1438,0,0,0,1
23,75703.26,0,0,1,0,790,0,0,0,1
55,80768.28,0,0,0,0,6773,0,1,0,1
39,120048.12,0,1,2,0,5823,1,1,0,0
58,230949.24,0,0,0,0,3779,1,1,0,1
85,209125.95,0,0,1,0,3777,1,1,0,1
39,436757.43,0,1,5,0,2769,0,1,0,0
44,210956.58,0,0,2,0,3834,0,1,0,1
43,67990.68,0,0,1,0,3377,0,1,0,1
23,79829.31,0,0,1,0,1143,0,0,0,1
61,145336.11,0,0,0,0,6242,0,1,0,1
49,175119.33,0,0,1,0,6578,0,1,0,1
23,167649.42,0,1,1,0,1028,0,0,0,0
62,70847.85,0,1,1,0,2434,1,1,0,0
43,89883.99,0,1,1,0,957,0,1,0,0
71,208087.14,0,0,0,0,5305,0,1,0,0
53,38718.09,0,0,2,0,5429,0,1,0,0
24,43501.8,0,1,1,0,1069,1,0,0,0
34,37583.7,0,1,4,0,471,0,1,0,0
21,97666.59,0,1,1,0,783,0,0,0,0
29,74721.45,0,0,0,0,657,0,0,0,1
40,98761.68,0,1,4,0,2879,1,1,0,0
35,75436.47,0,1,4,0,956,1,1,0,0
36,117775.86,0,0,2,0,1795,0,1,0,1
44,61921.47,0,0,0,0,5476,1,1,0,0
22,121459.92,0,1,1,0,1138,1,0,0,0
37,71356.5,1,1,2,1,3279,0,1,0,0
38,163621.74,0,0,4,0,2968,0,1,0,1
23,98474.73,0,0,1,0,1857,1,0,0,1
22,111254.25,0,1,1,0,780,0,0,0,0
23,166948.71,0,0,1,0,1041,0,0,0,1
23,204744.6,0,0,1,0,1480,0,0,0,1
26,25833.78,0,0,0,0,409,1,0,0,1
63,197962.56,0,1,2,0,4463,1,1,0,0
45,81958.08,0,0,3,1,5654,0,1,0,0
24,43259.55,0,0,1,0,1385,0,0,0,1
37,80126.28,0,1,2,0,849,0,1,0,0
51,76564.92,0,1,2,0,4594,1,1,0,0
24,46041.72,0,1,1,0,1816,1,0,0,0
23,197074.86,0,0,1,0,1091,1,0,0,1
85,71875.44,0,0,0,0,5091,0,1,0,1
28,52604.25,0,0,1,0,1657,1,0,0,1
23,123307.17,0,1,1,0,1504,1,0,0,0
22,39737.97,0,0,1,0,1149,1,0,0,1
51,246425.43,0,0,1,0,2762,0,1,0,1
46,179387.43,0,1,1,0,1399,0,1,0,0
41,137379.21,0,1,2,0,914,0,1,0,0
41,45256.62,1,1,3,0,852,0,1,0,0
65,239310.03,0,0,0,0,1972,0,1,0,1
53,86879.64,0,0,3,0,7433,0,1,0,1
57,31391.85,0,1,1,0,3337,0,1,0,1
23,86462.64,0,0,1,0,726,0,0,0,1
69,199824.87,0,0,0,0,4301,0,1,0,1
24,80032.77,0,1,1,0,1868,0,0,0,1
21,80361.93,0,0,1,0,783,0,0,0,1
46,142922.1,0,1,1,0,1978,0,1,0,0
46,78379.41,0,0,2,0,5351,1,1,0,1
50,85306.71,0,1,1,0,2197,0,1,0,1
34,119238.72,0,1,1,0,642,1,1,0,0
44,89447.91,0,0,0,0,2197,0,1,0,1
25,69924.6,0,0,1,0,1376,0,0,0,1
65,243112.74,0,1,4,0,2872,1,0,1,0
50,229505.19,0,0,0,0,5914,0,1,0,1
22,112984.59,0,0,1,0,787,1,0,0,1
43,76519.71,0,1,3,0,4812,1,1,0,1
69,245628.75,0,1,1,0,4675,1,1,0,1
34,171405.21,0,1,3,0,3926,1,1,0,0
24,52755.6,0,1,1,0,1753,0,0,0,0
28,64761.03,0,0,1,0,1824,0,0,0,1
24,203701.56,0,1,2,0,2106,0,1,0,0
27,69814.62,0,0,1,0,1523,0,0,0,1
38,250574.31,0,1,1,0,1845,1,1,0,0
40,100236.57,0,0,1,0,4525,0,1,0,1
36,74796.42,0,0,0,0,4384,1,1,0,1
51,142810.62,0,1,1,0,6418,1,1,0,0
24,104764.5,0,0,1,0,1510,0,0,0,1
40,98503.68,1,1,2,0,3210,0,1,0,0
52,79134.48,0,0,0,0,3869,0,1,0,1
24,318265.59,0,0,1,0,1142,1,0,0,1
36,117977.67,0,1,2,0,1822,0,1,0,0
52,108964.56,0,0,0,0,1446,1,1,0,1
50,66677.4,0,0,0,0,4388,0,1,0,1
39,220029.39,0,1,2,0,1671,1,1,0,0
20,74991.24,0,0,0,0,375,1,1,0,0
37,206953.17,0,0,0,0,3782,1,1,0,1
72,52887.06,0,0,1,0,2369,0,1,0,1
42,73094.58,0,1,3,0,611,0,1,0,0
24,70480.62,0,0,1,0,1063,0,0,0,1
22,80422.98,0,0,1,0,723,1,0,0,1
39,120062.28,0,0,1,0,1315,0,1,0,0
49,121034.55,0,1,2,0,4379,0,1,0,0
38,33243.51,0,1,3,0,3624,0,1,0,0
69,206795.31,0,0,0,0,5473,0,1,0,1
41,96789.06,0,1,3,0,4428,0,1,0,0
48,91726.98,0,0,1,0,5353,1,1,0,1
42,421400.28,0,0,0,0,5175,0,1,0,0
41,50926.35,0,1,2,0,975,1,1,0,0
34,109860.9,0,0,1,0,767,1,1,0,1
24,131442.27,0,1,1,0,1507,1,0,0,0
45,123903.15,0,1,2,0,3463,1,1,0,0
39,91470.45,0,1,3,0,632,0,1,0,0
20,68257.83,0,0,1,0,710,1,0,0,1
35,252425.82,0,0,1,0,3553,1,1,0,1
47,290769.84,0,1,1,0,5781,1,1,0,1
49,120844.08,0,1,4,0,6732,0,1,0,0
73,112219.62,0,0,0,0,6302,0,1,0,1
73,142746.48,0,0,0,0,5973,0,1,0,1
45,181042.2,0,1,3,0,5401,0,1,0,0
37,84093.75,1,1,5,0,1250,1,1,0,0
34,384183.45,0,0,1,0,2951,0,1,0,1
25,42887.01,0,0,1,0,1444,1,0,0,1
23,79040.52,0,0,1,0,1403,1,0,0,1
83,205266.39,0,1,2,0,6451,1,1,0,0
21,34067.22,0,0,1,0,790,1,0,0,1
22,41496.54,0,1,1,0,1077,0,0,0,0
27,54611.67,0,1,1,0,1797,1,0,0,0
27,114597.45,0,0,0,0,1090,0,0,0,1
55,88252.98,0,0,0,0,4919,0,1,0,1
63,44644.89,0,0,0,0,3359,0,1,0,1
55,73456.59,1,0,1,0,1672,0,1,0,1
22,158976.12,0,0,1,0,1153,1,0,0,1
23,107406.6,0,0,1,0,1755,1,0,0,1
65,180787.23,0,0,0,0,2224,1,1,0,1
50,160996.44,0,1,2,0,3654,0,1,0,0
42,90565.44,0,0,1,0,5788,0,1,0,1
40,108409.44,0,1,1,0,1231,0,1,0,0
45,132022.92,0,1,2,0,3728,0,1,0,0
28,68685.84,0,0,0,0,1843,1,0,0,1
26,41554.71,0,0,1,0,1796,0,0,0,1
42,59513.91,0,1,3,0,2849,1,0,1,0
61,131869.26,0,0,1,0,6873,0,1,0,1
33,81408.03,0,1,1,0,1138,0,0,0,0
56,78661.77,0,0,1,0,709,1,1,0,1
52,38625.06,0,1,2,0,5560,0,1,0,0
21,143506.2,0,0,1,0,740,1,0,0,1
44,76620.84,0,0,0,0,852,0,1,0,1
48,98628.96,0,1,1,0,1448,1,1,0,1
34,129108.96,0,1,2,0,451,1,1,0,0
52,75039.54,0,1,2,0,5893,0,1,0,0
58,116450.25,0,1,1,0,5900,0,1,0,0
43,71289.99,0,1,2,0,6057,1,1,0,0
58,183676.59,0,0,0,0,2106,1,1,0,1
25,66990.87,0,0,1,0,732,1,0,0,1
24,111754.74,0,0,1,0,1153,1,0,0,1
50,86025.21,0,0,1,0,6031,0,1,0,0
22,84412.95,0,0,1,0,1119,0,0,0,1
62,184683.96,0,0,1,0,4717,1,1,0,1
44,99347.67,1,1,3,0,2825,0,1,0,0
25,55620.84,0,0,1,0,1039,1,0,0,1
44,57100.32,0,0,0,0,3759,1,1,0,1
29,102466.29,0,0,1,0,1135,1,0,0,1
46,198106.86,0,1,2,0,5179,0,1,0,0
27,138247.29,0,0,1,0,1865,1,0,0,1
42,172643.52,0,1,2,0,5529,0,1,0,0
64,274781.37,0,1,5,0,4621,1,0,1,0
31,183353.61,0,1,2,0,842,1,1,0,0
30,129250.53,0,1,3,0,466,1,0,0,0
50,122118.69,0,1,2,0,5410,0,1,0,0
41,76060.98,0,1,4,0,3573,0,0,1,0
31,265029.54,0,0,0,0,566,1,0,0,1
27,200147.73,0,1,4,0,864,0,0,0,0
28,149251.62,0,0,1,0,1648,1,0,0,1
34,135590.7,0,1,2,0,5249,0,1,0,0
44,115260.63,0,0,0,0,6364,0,1,0,1
30,89678.22,0,0,1,0,1154,1,0,0,1
22,29704.35,0,0,1,0,720,1,0,0,1
54,154616.46,0,0,0,0,7537,1,1,0,1
22,157331.64,0,0,1,0,1070,1,0,0,1
53,139811.46,0,0,1,0,3468,0,1,0,1
85,90628.68,0,1,3,0,5214,1,0,1,0
32,68573.01,0,1,2,0,705,0,0,0,0
26,57293.49,0,0,1,0,1776,0,0,0,1
27,37191.18,0,0,1,0,1402,1,0,0,1
68,75973.44,0,0,1,0,2974,1,1,0,1
